time,seconds_elapsed,z,y,x,sensor,activity,file_source
1761307734579966500,0.142966552734375,0.026419922709465,0.0096211275085806,1.0682506561279297,gyroscope,Walking,Gyroscope_1.csv
1761307734596651300,0.1596513671875,-0.1681406646966934,0.1849394589662552,1.100015640258789,gyroscope,Walking,Gyroscope_1.csv
1761307734613484800,0.17648486328125,-0.4747950136661529,0.4399756789207458,1.1279627084732056,gyroscope,Walking,Gyroscope_1.csv
1761307734630292200,0.193292236328125,-0.8245153427124023,0.5313000679016113,1.03984534740448,gyroscope,Walking,Gyroscope_1.csv
1761307734647138300,0.21013818359375,-1.060614824295044,0.3243694305419922,0.8161159753799438,gyroscope,Walking,Gyroscope_1.csv
1761307734663963400,0.22696337890625,-1.0587822198867798,-0.1508837193250656,0.4747950136661529,gyroscope,Walking,Gyroscope_1.csv
1761307734680761900,0.243761962890625,-0.8086328506469727,-0.6162103414535522,0.1084285825490951,gyroscope,Walking,Gyroscope_1.csv
1761307734697602000,0.26060205078125,-0.2877175211906433,-0.870330274105072,-0.116827979683876,gyroscope,Walking,Gyroscope_1.csv
1761307734714411800,0.277411865234375,0.2496911734342575,-1.1872166395187378,-0.2594650089740753,gyroscope,Walking,Gyroscope_1.csv
1761307734731231000,0.29423095703125,0.7309002876281738,-1.454928278923035,-0.4108068645000458,gyroscope,Walking,Gyroscope_1.csv
1761307734748047400,0.31104736328125,1.1368201971054075,-1.4526375532150269,-0.4668537676334381,gyroscope,Walking,Gyroscope_1.csv
1761307734764878300,0.32787841796875,1.080162525177002,-1.6423112154006958,-0.5326744914054871,gyroscope,Walking,Gyroscope_1.csv
1761307734781697000,0.344697021484375,0.7105889916419983,-2.094046115875244,-0.6029239892959595,gyroscope,Walking,Gyroscope_1.csv
1761307734798518300,0.361518310546875,0.6272059082984924,-2.746450185775757,-0.5791002511978149,gyroscope,Walking,Gyroscope_1.csv
1761307734815340300,0.37834033203125,0.8674286603927612,-3.0473012924194336,-0.2341141104698181,gyroscope,Walking,Gyroscope_1.csv
1761307734832161500,0.39516162109375,0.9150761365890504,-2.71376895904541,0.342084527015686,gyroscope,Walking,Gyroscope_1.csv
1761307734849000200,0.412000244140625,0.7252497673034668,-2.5416576862335205,0.745408296585083,gyroscope,Walking,Gyroscope_1.csv
1761307734865802200,0.42880224609375,0.6522513628005981,-2.400700330734253,0.8452847599983215,gyroscope,Walking,Gyroscope_1.csv
1761307734882636500,0.445636474609375,0.6989825367927551,-2.4805710315704346,0.6814202070236206,gyroscope,Walking,Gyroscope_1.csv
1761307734899465500,0.462465576171875,0.7247915863990784,-2.925281047821045,0.5505422949790955,gyroscope,Walking,Gyroscope_1.csv
1761307734916283400,0.479283447265625,0.7385360598564148,-3.4455854892730717,0.4216497242450714,gyroscope,Walking,Gyroscope_1.csv
1761307734933104000,0.496104248046875,0.8414669036865234,-3.712533473968506,0.1415680199861526,gyroscope,Walking,Gyroscope_1.csv
1761307734949933300,0.512933349609375,0.9234755635261536,-3.3759467601776123,-0.1224784851074218,gyroscope,Walking,Gyroscope_1.csv
1761307734966741500,0.529741455078125,1.057865858078003,-2.676658868789673,-0.2011273801326751,gyroscope,Walking,Gyroscope_1.csv
1761307734983543600,0.54654345703125,1.21333110332489,-2.009746551513672,-0.0119118718430399,gyroscope,Walking,Gyroscope_1.csv
1761307735000386000,0.563385986328125,1.3962851762771606,-1.681712031364441,0.1887573599815368,gyroscope,Walking,Gyroscope_1.csv
1761307735017223700,0.5802236328125,1.5777121782302856,-1.9318612813949585,0.2797762751579284,gyroscope,Walking,Gyroscope_1.csv
1761307735034014000,0.597013916015625,1.7493653297424316,-2.276541948318481,0.2011273801326751,gyroscope,Walking,Gyroscope_1.csv
1761307735050859800,0.61385986328125,1.9356791973114011,-2.1925480365753174,0.0665843114256858,gyroscope,Walking,Gyroscope_1.csv
1761307735067643100,0.63064306640625,2.068237066268921,-1.7620408535003662,-0.1117883399128913,gyroscope,Walking,Gyroscope_1.csv
1761307735084482300,0.647482421875,2.037388324737549,-1.2296717166900637,-0.1916589736938476,gyroscope,Walking,Gyroscope_1.csv
1761307735101310000,0.66431005859375,1.9469802379608157,-0.9178250432014464,-0.1443169116973877,gyroscope,Walking,Gyroscope_1.csv
1761307735118128000,0.681128173828125,1.83992612361908,-0.807563841342926,-0.1443169116973877,gyroscope,Walking,Gyroscope_1.csv
1761307735134949600,0.69794970703125,1.940566182136536,-0.6508769392967224,-0.3481931984424591,gyroscope,Walking,Gyroscope_1.csv
1761307735151751000,0.7147509765625,2.087631940841675,-0.4885394871234894,-0.630871057510376,gyroscope,Walking,Gyroscope_1.csv
1761307735168610300,0.7316103515625,2.150551080703736,-0.4268420934677124,-0.8914051055908203,gyroscope,Walking,Gyroscope_1.csv
1761307735185414000,0.748413818359375,2.188271999359131,-0.5791002511978149,-1.029613375663757,gyroscope,Walking,Gyroscope_1.csv
1761307735202249500,0.76524951171875,2.120313167572021,-0.6539312601089478,-0.9807441234588624,gyroscope,Walking,Gyroscope_1.csv
1761307735219069700,0.782069580078125,2.094351530075073,-0.7185302376747131,-0.8753699064254761,gyroscope,Walking,Gyroscope_1.csv
1761307735235877600,0.798877685546875,2.0951151847839355,-0.7287622094154358,-0.7791585922241211,gyroscope,Walking,Gyroscope_1.csv
1761307735252700700,0.81570068359375,2.037846565246582,-0.6905831694602966,-0.7049384713172913,gyroscope,Walking,Gyroscope_1.csv
1761307735269522000,0.83252197265625,1.9889771938323972,-0.707840085029602,-0.6623306274414062,gyroscope,Walking,Gyroscope_1.csv
1761307735286331600,0.84933154296875,1.982715845108032,-0.8350527882575989,-0.6484334468841553,gyroscope,Walking,Gyroscope_1.csv
1761307735303165400,0.86616552734375,1.9674441814422607,-0.9695958495140076,-0.6383541822433472,gyroscope,Walking,Gyroscope_1.csv
1761307735319987000,0.882987060546875,1.8571830987930296,-0.997237503528595,-0.5462662577629089,gyroscope,Walking,Gyroscope_1.csv
1761307735336809000,0.89980908203125,1.6913331747055054,-0.9179777503013612,-0.3787364661693573,gyroscope,Walking,Gyroscope_1.csv
1761307735353644300,0.916644287109375,1.4746286869049072,-0.7782423496246338,-0.2394591718912124,gyroscope,Walking,Gyroscope_1.csv
1761307735370465300,0.93346533203125,1.26067316532135,-0.5429064631462097,-0.1635591685771942,gyroscope,Walking,Gyroscope_1.csv
1761307735387285000,0.950284912109375,1.1201741695404053,-0.3669773042201996,-0.1744020283222198,gyroscope,Walking,Gyroscope_1.csv
1761307735404108300,0.9671083984375,0.9929614663124084,-0.2557998299598694,-0.2235766798257827,gyroscope,Walking,Gyroscope_1.csv
1761307735420930600,0.9839306640625,0.8542950749397278,-0.2098322063684463,-0.2845104932785034,gyroscope,Walking,Gyroscope_1.csv
1761307735437751600,1.00075146484375,0.7374670505523682,-0.2002110779285431,-0.2898555696010589,gyroscope,Walking,Gyroscope_1.csv
1761307735454575600,1.01757568359375,0.6827946305274963,-0.2312124967575073,-0.2005165219306945,gyroscope,Walking,Gyroscope_1.csv
1761307735471384300,1.03438427734375,0.6925684809684753,-0.2611449062824249,-0.0574213340878486,gyroscope,Walking,Gyroscope_1.csv
1761307735488213500,1.051213623046875,0.7040221691131592,-0.2310597747564315,0.122631199657917,gyroscope,Walking,Gyroscope_1.csv
1761307735505038300,1.068038330078125,0.6378960609436035,-0.1779145002365112,0.280539870262146,gyroscope,Walking,Gyroscope_1.csv
1761307735521834800,1.084834716796875,0.4489859640598297,-0.1272126883268356,0.4079052805900574,gyroscope,Walking,Gyroscope_1.csv
1761307735538675000,1.101675048828125,0.2189951837062835,-0.1600466966629028,0.5210680365562439,gyroscope,Walking,Gyroscope_1.csv
1761307735555492900,1.118492919921875,-0.0216857157647609,-0.244804248213768,0.6441574096679688,gyroscope,Walking,Gyroscope_1.csv
1761307735572298800,1.135298828125,-0.2528982162475586,-0.366213709115982,0.7895433306694031,gyroscope,Walking,Gyroscope_1.csv
