time,seconds_elapsed,z,y,x
1761305281246187800,0.198187744140625,-0.040679931640625,0.01284240186214447,0.0023500919342041016
1761305281263011800,0.21501171875,-0.040526390075683594,0.013338908553123474,-0.0004474520683288574
1761305281279835400,0.23183544921875,-0.046692848205566406,0.012450531125068665,0.0031540244817733765
1761305281296658000,0.248657958984375,-0.040152549743652344,0.007060140371322632,0.0037603750824928284
1761305281313481500,0.2654814453125,-0.042087554931640625,-0.0036422759294509888,0.003800414502620697
1761305281330300200,0.282300048828125,-0.044653892517089844,-0.011531591415405273,0.007880397140979767
1761305281347132200,0.299132080078125,-0.04390239715576172,-0.01261572539806366,0.0032028332352638245
1761305281363938300,0.315938232421875,-0.03972911834716797,-0.00876876711845398,0.0024169012904167175
1761305281380774700,0.332774658203125,-0.04250621795654297,-0.0010770708322525024,0.0017705559730529785
1761305281397580300,0.349580322265625,-0.04422473907470703,0.005285516381263733,-0.0012602433562278748
1761305281414409500,0.366409423828125,-0.045337677001953125,0.020283415913581848,-0.002949632704257965
1761305281431227600,0.3832275390625,-0.0445098876953125,0.015622586011886597,-0.005505204200744629
1761305281448055800,0.400055908203125,-0.03839111328125,0.017948582768440247,-0.0036529675126075745
1761305281464876300,0.416876220703125,-0.04052925109863281,0.016614675521850586,-0.0067733898758888245
1761305281481700400,0.433700439453125,-0.04440784454345703,0.009427055716514587,0.0019694939255714417
1761305281498523000,0.45052294921875,-0.043854713439941406,0.0014709830284118652,0.00032917410135269165
1761305281515349800,0.467349853515625,-0.04084491729736328,-0.007804214954376221,0.00707872211933136
1761305281532194600,0.484194580078125,-0.0363311767578125,-0.015585213899612427,0.01206553727388382
1761305281549006800,0.5010068359375,-0.04669189453125,-0.01257583498954773,0.012840136885643005
1761305281565826600,0.51782666015625,-0.04939842224121094,-0.01216992735862732,0.01697392761707306
1761305281582638800,0.534638916015625,-0.03762054443359375,0.0008485019207000732,0.007603265345096588
1761305281599475700,0.551475830078125,-0.047247886657714844,0.015152305364608765,0.0011079981923103333
1761305281616283100,0.568283203125,-0.04478168487548828,0.02547752857208252,-0.0038909465074539185
1761305281633118000,0.585117919921875,-0.04440784454345703,0.03342708945274353,-0.006966292858123779
1761305281649950000,0.601949951171875,-0.04142189025878906,0.03997848927974701,-0.0021090954542160034
1761305281666768600,0.6187685546875,-0.04795265197753906,0.04402679204940796,-0.0049675628542900085
1761305281683575800,0.635575927734375,-0.046011924743652344,0.03307609260082245,-0.0015982389450073242
1761305281700400600,0.652400634765625,-0.04827308654785156,-0.00569385290145874,-0.010841883718967438
1761305281717226000,0.66922607421875,-0.04083728790283203,-0.05151672661304474,-0.019004784524440765
1761305281734047500,0.686047607421875,-0.04036521911621094,-0.07120595872402191,-0.01859910786151886
1761305281750871800,0.702871826171875,-0.03686809539794922,-0.07846376299858093,0.0028325989842414856
1761305281767694300,0.7196943359375,-0.038132667541503906,-0.05181881785392761,0.021380387246608734
1761305281784535300,0.736535400390625,-0.039465904235839844,-0.01723100244998932,0.04275370016694069
1761305281801377000,0.753376953125,-0.039038658142089844,0.026280641555786133,0.04528370499610901
1761305281818178000,0.770177978515625,-0.038687705993652344,0.05258271098136902,0.01793300360441208
1761305281834974000,0.786973876953125,-0.04612159729003906,0.07412762939929962,-0.010447263717651367
1761305281851793200,0.803793212890625,-0.05550384521484375,0.07508888840675354,-0.04408442974090576
1761305281868647400,0.8206474609375,-0.05285835266113281,0.05324679613113403,-0.054693691432476044
1761305281885471200,0.83747119140625,-0.05487251281738281,0.01766073703765869,-0.03960070759057999
1761305281902276600,0.854276611328125,-0.04084491729736328,-0.010417431592941284,-0.008439995348453522
1761305281919092200,0.87109228515625,-0.02995586395263672,-0.03554998338222504,0.033116623759269714
1761305281935927800,0.887927734375,-0.033023834228515625,-0.03543221950531006,0.05539587885141373
1761305281952751900,0.904751953125,-0.037545204162597656,-0.026508301496505737,0.06106670945882797
1761305281969573000,0.921572998046875,-0.03566932678222656,-0.0054194629192352295,0.03811660408973694
1761305281986396700,0.938396728515625,-0.0487213134765625,0.013004660606384277,0.0029797032475471497
1761305282003217200,0.955217041015625,-0.042428016662597656,0.01709917187690735,-0.03659864515066147
1761305282020053200,0.97205322265625,-0.047324180603027344,0.01983782649040222,-0.05300958454608917
1761305282036884200,0.98888427734375,-0.04884052276611328,0.006934642791748047,-0.04388134181499481
1761305282053686800,1.005686767578125,-0.04399681091308594,-0.010166555643081665,-0.0194118469953537
1761305282070521900,1.02252197265625,-0.04198932647705078,-0.008197665214538574,0.015558645129203796
1761305282087332400,1.039332275390625,-0.03598308563232422,-0.003964528441429138,0.04448042809963226
1761305282104172300,1.05617236328125,-0.03620719909667969,0.0019965171813964844,0.05001674219965935
1761305282120996000,1.07299609375,-0.040810585021972656,0.01802976429462433,0.033931948244571686
1761305282137818600,1.089818603515625,-0.03780651092529297,0.020537585020065308,0.011376358568668365
1761305282154644700,1.106644775390625,-0.04740428924560547,0.01623569428920746,-0.012341916561126709
1761305282171446500,1.123446533203125,-0.04885387420654297,0.014541223645210266,-0.03730706870555878
1761305282188275500,1.140275390625,-0.04728889465332031,0.0031566768884658813,-0.04053642600774765
1761305282205098000,1.157097900390625,-0.04120922088623047,-0.00391775369644165,-0.02605089545249939
1761305282221922000,1.173922119140625,-0.04563331604003906,-0.009178057312965393,-0.0018884986639022827
1761305282238744600,1.19074462890625,-0.03704357147216797,-0.009945616126060486,0.013236887753009796
1761305282255568400,1.207568359375,-0.044513702392578125,-0.008224889636039734,0.02481694519519806
