time,seconds_elapsed,z,y,x
1761412826448633600,0.066633544921875,0.001381809706799686,0.0003535812720656395,-0.007551498711109161
1761412826458646800,0.076646728515625,0.00014769448898732662,-0.0014876856002956629,-0.0006520656170323491
1761412826468659700,0.08665966796875,-0.0033365192357450724,-0.0018530713859945536,0.00492699071764946
1761412826478672600,0.096672607421875,0.00019172095926478505,-0.002375558950006962,0.005951964296400547
1761412826488685800,0.106685791015625,0.0011888084700331092,-0.00031001120805740356,0.0020959738176316023
1761412826498698800,0.11669873046875,0.0007359346491284668,0.0019019939936697483,-0.004229146987199783
1761412826508712000,0.1267119140625,0.0021631228737533092,-0.0012895381078124046,-0.004750593565404415
1761412826518724600,0.136724609375,-0.0019947863183915615,-0.0023208369966596365,-0.001600855146534741
1761412826528737800,0.14673779296875,0.001588230486959219,-0.0017706279177218676,0.001257781870663166
1761412826538750700,0.156750732421875,-0.003101323265582323,0.0016223029233515263,0.002868007868528366
1761412826548763600,0.166763671875,-0.0014901108806952834,-0.00020649004727602005,-0.0011411146260797977
1761412826558776600,0.176776611328125,0.0016356732230633497,-0.0030398168601095676,-0.003995587583631277
1761412826568789800,0.186789794921875,-0.0006972558912821114,0.0002688942477107048,-0.0031569581478834152
1761412826578803000,0.196802978515625,0.0008997587719932199,0.00011127069592475891,0.00010060216300189495
1761412826588815600,0.206815673828125,-0.0021647405810654163,0.0024955989792943,0.0002468095626682043
1761412826598828800,0.216828857421875,0.0012959364103153348,0.0011528711766004562,0.00513011310249567
1761412826608841700,0.226841796875,0.002393424976617098,0.00047696055844426155,0.0015143391210585833
1761412826618854700,0.236854736328125,-0.0016957836924120784,0.0005233986303210258,-0.0006622079527005553
1761412826628867600,0.24686767578125,-0.0020119010005146265,0.00035934802144765854,-0.000747695448808372
1761412826638880800,0.256880859375,0.001209483714774251,0.001114741899073124,0.002915712771937251
1761412826648894000,0.26689404296875,0.001376197556965053,-0.00033694738522171974,0.003162321401759982
1761412826658906600,0.27690673828125,0.0004545731353573501,0.001120245549827814,-0.00035110744647681713
1761412826668919800,0.286919921875,0.001527827000245452,-0.0013687447644770145,-0.000004363711923360825
1761412826678932700,0.2969326171875,0.00186645844951272,-0.0015057465061545372,-0.0025280513800680637
1761412826688945700,0.306945556640625,-0.0008784616366028786,0.0008221226744353771,-0.0026249904185533524
1761412826698958600,0.31695849609375,0.00017769617261365056,-0.0007145097479224205,-0.0004659511614590883
1761412826708971800,0.3269716796875,-0.0004494782187975943,-0.0009083878248929977,-0.0008023083209991455
1761412826718985000,0.33698486328125,0.0000394254457205534,0.0005322056822478771,-0.0005684422794729471
1761412826728997600,0.34699755859375,0.0010548888240009546,-0.0005871211178600788,-0.0001130418386310339
1761412826739010800,0.3570107421875,-0.0033418359234929085,-0.00080074742436409,-0.00015414925292134285
1761412826749023700,0.367023681640625,-0.00007440370973199606,0.0020424434915184975,-0.0015123612247407436
1761412826759036700,0.37703662109375,-0.0014856911730021238,0.0012601716443896294,-0.0006736008217558265
1761412826769049600,0.387049560546875,0.0009103548945859075,0.0005853264592587948,-0.00042113312520086765
1761412826779062800,0.397062744140625,0.0009262593230232596,-0.0007237722165882587,0.0013007719535380602
1761412826789075700,0.40707568359375,0.0009257267229259014,-0.001575983827933669,0.001875215908512473
1761412826799088600,0.417088623046875,0.0007414444116875529,-0.002313171746209264,-0.0025411404203623533
1761412826809101800,0.427101806640625,-0.0005323455552570522,0.0005137738771736622,-7.511116564273834e-7
1761412826819114800,0.43711474609375,-0.00024091993691399693,0.0006726505234837532,-0.003528432920575142
1761412826829127700,0.447127685546875,-0.0012233600718900561,0.00023349514231085777,0.0010631231125444174
1761412826839140600,0.457140625,0.0015203452203422785,0.0024820840917527676,-0.0018212669529020786
1761412826849153800,0.46715380859375,-0.0007460047490894794,0.00023544160649180412,-0.001310738967731595
1761412826859166700,0.477166748046875,-0.000935408053919673,-0.0009012413211166859,0.00004709092900156975
