version,device name,recording epoch time,recording time,recording timezone,platform,appVersion,device id,sensors,sampleRateMs,standardisation
3,Pixel 7 Pro,1761488119547,2025-10-26_14-15-19,Africa/Kigali,android,1.47.1,5cd4115b-b797-4681-be17-1944bdba9cc2,Accelerometer|Gyroscope|Annotation|TotalAcceleration|GyroscopeUncalibrated|AccelerometerUncalibrated,10|10||10|10|10,false
