time,seconds_elapsed,z,y,x,sensor,activity,file_source,person
1761306375346705700,0.23470556640625,-0.004286766052246,0.1023279428482055,0.0252307057380676,accelerometer,Standing,Accelerometer_1.csv,Michael
1761306375363506400,0.25150634765625,0.0333385467529296,0.0881178379058837,0.0748801529407501,accelerometer,Standing,Accelerometer_1.csv,Michael
1761306375380344800,0.2683447265625,0.0245227813720703,0.1194983720779419,0.0532516241073608,accelerometer,Standing,Accelerometer_1.csv,Michael
1761306375397173800,0.285173828125,0.0207624435424804,0.1145106554031372,0.0330269634723663,accelerometer,Standing,Accelerometer_1.csv,Michael
1761306375413982500,0.301982421875,-0.0352277755737304,0.111168622970581,0.0015402436256408,accelerometer,Standing,Accelerometer_1.csv,Michael
1761306375430779400,0.318779296875,-0.0846700668334961,0.1080539226531982,-0.0141046643257141,accelerometer,Standing,Accelerometer_1.csv,Michael
1761306375447625200,0.335625244140625,-0.1477127075195312,0.1057028770446777,-0.0111147761344909,accelerometer,Standing,Accelerometer_1.csv,Michael
1761306375464460500,0.35246044921875,-0.1531248092651367,0.1058893203735351,0.0056014209985733,accelerometer,Standing,Accelerometer_1.csv,Michael
1761306375481273600,0.369273681640625,-0.1568489074707031,0.1088620424270629,0.031511902809143,accelerometer,Standing,Accelerometer_1.csv,Michael
1761306375498103300,0.386103271484375,-0.1768369674682617,0.0931593179702758,0.0188474953174591,accelerometer,Standing,Accelerometer_1.csv,Michael
1761306375514902500,0.402902587890625,-0.1736946105957031,0.0831899642944336,-0.0211484134197235,accelerometer,Standing,Accelerometer_1.csv,Michael
1761306375531739100,0.4197392578125,-0.1322908401489257,0.0523897409439086,-0.0375485122203826,accelerometer,Standing,Accelerometer_1.csv,Michael
1761306375548569600,0.436569580078125,-0.0376653671264648,0.0057077407836914,-0.0219498574733734,accelerometer,Standing,Accelerometer_1.csv,Michael
1761306375565371100,0.45337109375,0.0337076187133789,-0.0332788228988647,-0.0068223178386688,accelerometer,Standing,Accelerometer_1.csv,Michael
1761306375582209000,0.470208984375,0.0854263305664062,-0.0453126430511474,0.0090744346380233,accelerometer,Standing,Accelerometer_1.csv,Michael
1761306375599031600,0.487031494140625,0.0616397857666015,-0.0715464353561401,0.0265776515007019,accelerometer,Standing,Accelerometer_1.csv,Michael
1761306375615839700,0.50383984375,0.03900146484375,-0.0643794536590576,0.0296429842710495,accelerometer,Standing,Accelerometer_1.csv,Michael
1761306375632672000,0.520672119140625,-0.0373754501342773,-0.0430666208267211,0.0239297151565551,accelerometer,Standing,Accelerometer_1.csv,Michael
1761306375649501700,0.537501708984375,-0.1379165649414062,-0.0094949007034301,0.0171178877353668,accelerometer,Standing,Accelerometer_1.csv,Michael
1761306375666320000,0.55431982421875,-0.2011671066284179,0.0271117687225341,0.0003986805677413,accelerometer,Standing,Accelerometer_1.csv,Michael
1761306375683143400,0.571143310546875,-0.1929864883422851,0.0348292589187622,-0.0105731040239334,accelerometer,Standing,Accelerometer_1.csv,Michael
1761306375699947800,0.58794775390625,-0.1239347457885742,0.0236392021179199,-0.006723940372467,accelerometer,Standing,Accelerometer_1.csv,Michael
1761306375716785700,0.60478564453125,-0.0630731582641601,-0.0076711177825927,0.0127010643482208,accelerometer,Standing,Accelerometer_1.csv,Michael
1761306375733598200,0.62159814453125,-0.0265178680419921,-0.056741714477539,0.0422237962484359,accelerometer,Standing,Accelerometer_1.csv,Michael
1761306375750434600,0.6384345703125,-0.0292634963989257,-0.0753328800201416,0.0588277727365493,accelerometer,Standing,Accelerometer_1.csv,Michael
1761306375767227400,0.655227294921875,-0.0423660278320312,-0.0859829187393188,0.0579660013318061,accelerometer,Standing,Accelerometer_1.csv,Michael
1761306375784060200,0.67206005859375,-0.1392202377319336,-0.0725929737091064,0.0271444171667099,accelerometer,Standing,Accelerometer_1.csv,Michael
