time,seconds_elapsed,z,y,x,sensor,activity,file_source,person
1761305281246187800,0.198187744140625,-0.040679931640625,0.0128424018621444,0.0023500919342041,accelerometer,Still,Accelerometer_1.csv,Michael
1761305281263011800,0.21501171875,-0.0405263900756835,0.0133389085531234,-0.0004474520683288,accelerometer,Still,Accelerometer_1.csv,Michael
1761305281279835400,0.23183544921875,-0.0466928482055664,0.0124505311250686,0.0031540244817733,accelerometer,Still,Accelerometer_1.csv,Michael
1761305281296658000,0.248657958984375,-0.0401525497436523,0.0070601403713226,0.0037603750824928,accelerometer,Still,Accelerometer_1.csv,Michael
1761305281313481500,0.2654814453125,-0.0420875549316406,-0.0036422759294509,0.0038004145026206,accelerometer,Still,Accelerometer_1.csv,Michael
1761305281330300200,0.282300048828125,-0.0446538925170898,-0.0115315914154052,0.0078803971409797,accelerometer,Still,Accelerometer_1.csv,Michael
1761305281347132200,0.299132080078125,-0.0439023971557617,-0.0126157253980636,0.0032028332352638,accelerometer,Still,Accelerometer_1.csv,Michael
1761305281363938300,0.315938232421875,-0.0397291183471679,-0.0087687671184539,0.0024169012904167,accelerometer,Still,Accelerometer_1.csv,Michael
1761305281380774700,0.332774658203125,-0.0425062179565429,-0.0010770708322525,0.0017705559730529,accelerometer,Still,Accelerometer_1.csv,Michael
1761305281397580300,0.349580322265625,-0.044224739074707,0.0052855163812637,-0.0012602433562278,accelerometer,Still,Accelerometer_1.csv,Michael
1761305281414409500,0.366409423828125,-0.0453376770019531,0.0202834159135818,-0.0029496327042579,accelerometer,Still,Accelerometer_1.csv,Michael
1761305281431227600,0.3832275390625,-0.0445098876953125,0.0156225860118865,-0.0055052042007446,accelerometer,Still,Accelerometer_1.csv,Michael
1761305281448055800,0.400055908203125,-0.03839111328125,0.0179485827684402,-0.0036529675126075,accelerometer,Still,Accelerometer_1.csv,Michael
1761305281464876300,0.416876220703125,-0.0405292510986328,0.0166146755218505,-0.0067733898758888,accelerometer,Still,Accelerometer_1.csv,Michael
1761305281481700400,0.433700439453125,-0.044407844543457,0.0094270557165145,0.0019694939255714,accelerometer,Still,Accelerometer_1.csv,Michael
1761305281498523000,0.45052294921875,-0.0438547134399414,0.0014709830284118,0.0003291741013526,accelerometer,Still,Accelerometer_1.csv,Michael
1761305281515349800,0.467349853515625,-0.0408449172973632,-0.0078042149543762,0.0070787221193313,accelerometer,Still,Accelerometer_1.csv,Michael
1761305281532194600,0.484194580078125,-0.0363311767578125,-0.0155852138996124,0.0120655372738838,accelerometer,Still,Accelerometer_1.csv,Michael
1761305281549006800,0.5010068359375,-0.04669189453125,-0.0125758349895477,0.012840136885643,accelerometer,Still,Accelerometer_1.csv,Michael
1761305281565826600,0.51782666015625,-0.0493984222412109,-0.0121699273586273,0.016973927617073,accelerometer,Still,Accelerometer_1.csv,Michael
1761305281582638800,0.534638916015625,-0.0376205444335937,0.0008485019207,0.0076032653450965,accelerometer,Still,Accelerometer_1.csv,Michael
1761305281599475700,0.551475830078125,-0.0472478866577148,0.0151523053646087,0.0011079981923103,accelerometer,Still,Accelerometer_1.csv,Michael
